fullName,country,politicalGroup,id,nationalPoliticalGroup,twitter_urls,faceboook_urls,officialURL,GroupShort,screen_name,user_id
Jens GEIER,Germany,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,96833,Sozialdemokratische Partei Deutschlands,NA,NA,https://www.europarl.europa.eu/meps/en/96833,S&D,EuropaJens,36347303
Chiara GEMMA,Italy,Non-attached Members,197794,Movimento 5 Stelle,NA,https://www.facebook.com/ChiaraGemmaM5S/,https://www.europarl.europa.eu/meps/en/197794,"NA",chgemma68,1118800711289122818
Giorgos GEORGIOU,Cyprus,Confederal Group of the European United Left - Nordic Green Left,197416,Progressive Party of Working People - Left - New Forces,NA,NA,https://www.europarl.europa.eu/meps/en/197416,GUE-NGL,NA,NA
Alexis GEORGOULIS,Greece,Confederal Group of the European United Left - Nordic Green Left,197819,Coalition of the Radical Left,https://twitter.com/AlexisMep,https://www.facebook.com/alexis.georgoulis.315,https://www.europarl.europa.eu/meps/en/197819,GUE-NGL,AlexisMep,1147467904172081153
Helmut GEUKING,Germany,European Conservatives and Reformists Group,197436,Familien-Partei Deutschlands,NA,https://www.facebook.com/helmut.geuking,https://www.europarl.europa.eu/meps/en/197436,ECR,NA,NA
Cristian GHINEA,Romania,Renew Europe Group,197661,USR-PLUS,NA,NA,https://www.europarl.europa.eu/meps/en/197661,RE,GhineaMEP,1139525086233452544
Dino GIARRUSSO,Italy,Non-attached Members,197804,Movimento 5 Stelle,https://twitter.com/dinogiarrusso,http://www.facebook.com/ienadinogiarrusso,https://www.europarl.europa.eu/meps/en/197804,"NA",DinoGiarrusso,114332714
Barbara Ann GIBSON,United Kingdom,Renew Europe Group,197600,Liberal Democrats,https://twitter.com/Barb_G,https://www.facebook.com/BarbaraGibsonLibDem/,https://www.europarl.europa.eu/meps/en/197600,RE,Barb_G,1998841
Sven GIEGOLD,Germany,Group of the Greens/European Free Alliance,96730,Bündnis 90/Die Grünen,NA,NA,https://www.europarl.europa.eu/meps/en/96730,Greens–EFA,sven_giegold,16705726
Jens GIESEKE,Germany,Group of the European People's Party (Christian Democrats),124807,Christlich Demokratische Union Deutschlands,NA,https://www.facebook.com/gieseke.europa,https://www.europarl.europa.eu/meps/en/124807,EPP,NA,NA
Neena GILL,United Kingdom,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,4533,Labour Party,https://twitter.com/NeenaGmep,https://www.facebook.com/NeenaGillMEP/,https://www.europarl.europa.eu/meps/en/4533,S&D,NeenaGmep,1374683634
Nathan GILL,United Kingdom,Non-attached Members,124965,The Brexit Party,https://twitter.com/NathanGillMEP,http://www.facebook.com/NathanGillOfficial,https://www.europarl.europa.eu/meps/en/124965,"NA",NathanGillMEP,1668992125
James Alexander GLANCY,United Kingdom,Non-attached Members,197751,The Brexit Party,NA,NA,https://www.europarl.europa.eu/meps/en/197751,"NA",jaglancy,1262526085
Andreas GLÜCK,Germany,Renew Europe Group,197443,Freie Demokratische Partei,NA,NA,https://www.europarl.europa.eu/meps/en/197443,RE,Andi_Glueck,1145986626503479296
Raphaël GLUCKSMANN,France,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,197694,Place publique,https://twitter.com/rglucks1,https://www.facebook.com/raphael.glucksmann,https://www.europarl.europa.eu/meps/en/197694,S&D,rglucks1,2967623435
Charles GOERENS,Luxembourg,Renew Europe Group,840,Parti démocratique,NA,NA,https://www.europarl.europa.eu/meps/en/840,RE,CharlesGoerens,606349480
Mónica Silvana GONZÁLEZ,Spain,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,197728,Partido Socialista Obrero Español,https://twitter.com/MonicaSilvanaG,https://www.facebook.com/monicasilvanagonzalezgonzalez/,https://www.europarl.europa.eu/meps/en/197728,S&D,MonicaSilvanaG,290206732
Nicolás GONZÁLEZ CASARES,Spain,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,197718,Partido Socialista Obrero Español,https://twitter.com/nicogoncas,https://www.facebook.com/nicogoncas,https://www.europarl.europa.eu/meps/en/197718,S&D,nicogoncas,10622932
Esteban GONZÁLEZ PONS,Spain,Group of the European People's Party (Christian Democrats),125027,Partido Popular,https://twitter.com/gonzalezpons,https://www.facebook.com/pages/Esteban-Gonz%C3%A1lez-Pons/598994066850758,https://www.europarl.europa.eu/meps/en/125027,EPP,gonzalezpons,106231214
Valentino GRANT,Italy,Identity and Democracy Group,197799,Lega,https://twitter.com/ValentinoGrant,NA,https://www.europarl.europa.eu/meps/en/197799,ID,ValentinoGrant,825910248
Maria GRAPINI,Romania,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,124785,Partidul Social Democrat,https://twitter.com/mariagrapini,https://www.facebook.com/MariaGrapini,https://www.europarl.europa.eu/meps/en/124785,S&D,MariaGrapini,4706135422
Markéta GREGOROVÁ,Czechia,Group of the Greens/European Free Alliance,197549,PIRÁTI,http://twitter.com/MarketkaG,https://www.facebook.com/gregorova.marketka,https://www.europarl.europa.eu/meps/en/197549,Greens–EFA,MarketkaG,83926605
Theresa GRIFFIN,United Kingdom,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,124961,Labour Party,https://twitter.com/TheresaG_EU,https://www.facebook.com/TheresaGriffinMEP/,https://www.europarl.europa.eu/meps/en/124961,S&D,TheresaMEP,829060856
Catherine GRISET,France,Identity and Democracy Group,94649,Rassemblement national,https://twitter.com/GrisetCatherine,https://www.facebook.com/CatherineGriset.RN/,https://www.europarl.europa.eu/meps/en/94649,ID,GrisetCatherine,1090919392840503296
Klemen GROŠELJ,Slovenia,Renew Europe Group,197452,Lista Marjana Šarca,NA,NA,https://www.europarl.europa.eu/meps/en/197452,RE,KGroselj,2373445755
Christophe GRUDLER,France,Renew Europe Group,197557,Mouvement Démocrate,https://twitter.com/grudlerch,https://www.facebook.com/GrudlerCh/,https://www.europarl.europa.eu/meps/en/197557,RE,GrudlerCh,457528606
Elisabetta GUALMINI,Italy,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,197618,Partito Democratico,NA,NA,https://www.europarl.europa.eu/meps/en/197618,S&D,gualminielisa,372352619
Francisco GUERREIRO,Portugal,Group of the Greens/European Free Alliance,197645,Pessoas-Animais-Natureza,NA,NA,https://www.europarl.europa.eu/meps/en/197645,Greens–EFA,FGuerreiroMEP,1149255309405433856
Bernard GUETTA,France,Renew Europe Group,197543,Liste Renaissance,NA,NA,https://www.europarl.europa.eu/meps/en/197543,RE,NA,NA
Sylvie GUILLAUME,France,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,96952,Parti socialiste,NA,NA,https://www.europarl.europa.eu/meps/en/96952,S&D,sylvieguillaume,167328296
José GUSMÃO,Portugal,Confederal Group of the European United Left - Nordic Green Left,88715,Bloco de Esquerda,https://twitter.com/joseggusmao,http://www.facebook.com/josegusmao76,https://www.europarl.europa.eu/meps/en/88715,GUE-NGL,joseggusmao,268208070
Jytte GUTELAND,Sweden,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,124991,Arbetarepartiet- Socialdemokraterna,https://twitter.com/JytteGuteland,https://www.facebook.com/jytte.guteland,https://www.europarl.europa.eu/meps/en/124991,S&D,JytteGuteland,24181511
Márton GYÖNGYÖSI,Hungary,Non-attached Members,198063,Jobbik Magyarországért Mozgalom,https://twitter.com/GyongyosiMarton,https://www.facebook.com/gyongyosi.jobbik,https://www.europarl.europa.eu/meps/en/198063,"NA",GyongyosiMarton,1063031341846093824
Enikő GYŐRI,Hungary,Group of the European People's Party (Christian Democrats),96830,Fidesz-Magyar Polgári Szövetség-Kereszténydemokrata Néppárt,NA,NA,https://www.europarl.europa.eu/meps/en/96830,EPP,GyoriEniko,1181102090099347456
András GYÜRK,Hungary,Group of the European People's Party (Christian Democrats),23816,Fidesz-Magyar Polgári Szövetség-Kereszténydemokrata Néppárt,NA,NA,https://www.europarl.europa.eu/meps/en/23816,EPP,NA,NA
Ben HABIB,United Kingdom,Non-attached Members,197642,The Brexit Party,https://twitter.com/benhabib6,NA,https://www.europarl.europa.eu/meps/en/197642,"NA",benhabib6,2790295109
Svenja HAHN,Germany,Renew Europe Group,197444,Freie Demokratische Partei,https://twitter.com/svenja_hahn,https://www.facebook.com/svenjahahnfdp/,https://www.europarl.europa.eu/meps/en/197444,RE,svenja_hahn,1124773536
Henrike HAHN,Germany,Group of the Greens/European Free Alliance,197457,Bündnis 90/Die Grünen,https://twitter.com/henrikehahn,https://www.facebook.com/henrike.hahn.16,https://www.europarl.europa.eu/meps/en/197457,Greens–EFA,henrikehahn,1601699341
Roman HAIDER,Austria,Identity and Democracy Group,198176,Freiheitliche Partei Österreichs,NA,NA,https://www.europarl.europa.eu/meps/en/198176,ID,NA,NA
Robert HAJŠEL,Slovakia,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,34578,Independent,https://twitter.com/RobertHajsel,https://www.facebook.com/roberthajselEU,https://www.europarl.europa.eu/meps/en/34578,S&D,RobertHajsel,1136943210763300864
Teuvo HAKKARAINEN,Finland,Identity and Democracy Group,197596,Perussuomalaiset,NA,NA,https://www.europarl.europa.eu/meps/en/197596,ID,NA,NA
Andrzej HALICKI,Poland,Group of the European People's Party (Christian Democrats),197514,Platforma Obywatelska,https://twitter.com/AndrzejHalicki,http://www.facebook.com/halickipl/,https://www.europarl.europa.eu/meps/en/197514,EPP,AndrzejHalicki,993849096
Daniel HANNAN,United Kingdom,European Conservatives and Reformists Group,4555,Conservative Party,https://twitter.com/danieljhannan,https://www.facebook.com/danielhannan,https://www.europarl.europa.eu/meps/en/4555,ECR,DanielJHannan,85794542
Christophe HANSEN,Luxembourg,Group of the European People's Party (Christian Democrats),193419,Parti chrétien social luxembourgeois,https://twitter.com/CHansenEU,https://www.facebook.com/ChristopheHansenEU,https://www.europarl.europa.eu/meps/en/193419,EPP,CHansenEU,2408020351
Lucy Elizabeth HARRIS,United Kingdom,Non-attached Members,197809,The Brexit Party,NA,NA,https://www.europarl.europa.eu/meps/en/197809,"NA",Lugey6,58459981
Martin HÄUSLING,Germany,Group of the Greens/European Free Alliance,96752,Bündnis 90/Die Grünen,https://twitter.com/MartinHaeusling,https://www.facebook.com/martin.hausling,https://www.europarl.europa.eu/meps/en/96752,Greens–EFA,MartinHaeusling,82912952
Heidi HAUTALA,Finland,Group of the Greens/European Free Alliance,2054,Vihreä liitto,NA,NA,https://www.europarl.europa.eu/meps/en/2054,Greens–EFA,HeidiHautala,92337227
Mircea-Gheorghe HAVA,Romania,Group of the European People's Party (Christian Democrats),197646,Partidul Naţional Liberal,NA,NA,https://www.europarl.europa.eu/meps/en/197646,EPP,NA,NA
Valerie HAYER,France,Renew Europe Group,135511,La République en marche,https://twitter.com/valeriehayer,NA,https://www.europarl.europa.eu/meps/en/135511,RE,ValerieHayer,3318542685
Anja HAZEKAMP,Netherlands,Confederal Group of the European United Left - Nordic Green Left,125023,Partij voor de Dieren,https://twitter.com/anjahazekamp,https://www.facebook.com/anja.hazekamp,https://www.europarl.europa.eu/meps/en/125023,GUE-NGL,anjahazekamp,146088853
Michael HEAVER,United Kingdom,Non-attached Members,197601,The Brexit Party,https://twitter.com/michael_heaver,NA,https://www.europarl.europa.eu/meps/en/197601,"NA",Michael_Heaver,22800916
Hannes HEIDE,Austria,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,197682,Sozialdemokratische Partei Österreichs,https://twitter.com/HannesHeide,https://www.facebook.com/hannesheide.eu,https://www.europarl.europa.eu/meps/en/197682,S&D,HannesHeide,1019231126181826561
Eero HEINÄLUOMA,Finland,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,197800,Suomen Sosialidemokraattinen Puolue/Finlands Socialdemokratiska Parti,NA,https://www.facebook.com/heinaluoma,https://www.europarl.europa.eu/meps/en/197800,S&D,EeroHeinaluoma,238520837
Niclas HERBST,Germany,Group of the European People's Party (Christian Democrats),197412,Christlich Demokratische Union Deutschlands,NA,NA,https://www.europarl.europa.eu/meps/en/197412,EPP,NA,NA
Pierrette HERZBERGER-FOFANA,Germany,Group of the Greens/European Free Alliance,197459,Bündnis 90/Die Grünen,NA,https://www.facebook.com/pierrette.herzbergerfofana,https://www.europarl.europa.eu/meps/en/197459,Greens–EFA,NA,NA
Krzysztof HETMAN,Poland,Group of the European People's Party (Christian Democrats),124895,Polskie Stronnictwo Ludowe,https://twitter.com/hetman_k,https://www.facebook.com/hetmankrzysztof/,https://www.europarl.europa.eu/meps/en/124895,EPP,Hetman_K,747764682459582465
Balázs HIDVÉGHI,Hungary,Group of the European People's Party (Christian Democrats),124586,Fidesz-Magyar Polgári Szövetség-Kereszténydemokrata Néppárt,NA,https://www.facebook.com/hidveghibalazs,https://www.europarl.europa.eu/meps/en/124586,EPP,NA,NA
Martin HLAVÁČEK,Czechia,Renew Europe Group,197526,ANO 2011,NA,NA,https://www.europarl.europa.eu/meps/en/197526,RE,NA,NA
Monika HOHLMEIER,Germany,Group of the European People's Party (Christian Democrats),96780,Christlich-Soziale Union in Bayern e.V.,NA,NA,https://www.europarl.europa.eu/meps/en/96780,EPP,MHohlmeier,2904048473
Martin HOJSÍK,Slovakia,Renew Europe Group,197770,Progresívne Slovensko,https://twitter.com/mhojsik,https://www.facebook.com/martinhojsik/,https://www.europarl.europa.eu/meps/en/197770,RE,mhojsik,54799415
Pär HOLMGREN,Sweden,Group of the Greens/European Free Alliance,197398,Miljöpartiet de gröna,https://twitter.com/parholmgren,https://www.facebook.com/parholmgrenmp,https://www.europarl.europa.eu/meps/en/197398,Greens–EFA,ParHolmgren,95989483
György HÖLVÉNYI,Hungary,Group of the European People's Party (Christian Democrats),124715,Kereszténydemokrata Néppárt,https://twitter.com/HolvenyiGyorgy,https://www.facebook.com/Holvenyi,https://www.europarl.europa.eu/meps/en/124715,EPP,HolvenyiGyorgy,842047050577502209
Alicia HOMS GINEL,Spain,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,122978,Partido Socialista Obrero Español,https://twitter.com/aliciahoms,NA,https://www.europarl.europa.eu/meps/en/122978,S&D,aliciahoms,3019838428
Antony HOOK,United Kingdom,Renew Europe Group,197730,Liberal Democrats,https://twitter.com/AntonyHookMEP,https://www.facebook.com/AntonyHookMEP,https://www.europarl.europa.eu/meps/en/197730,RE,AntonyHookMEP,43206205
Brice HORTEFEUX,France,Group of the European People's Party (Christian Democrats),5565,Les Républicains,NA,NA,https://www.europarl.europa.eu/meps/en/5565,EPP,BriceHortefeux,2445174992
Martin HORWOOD,United Kingdom,Renew Europe Group,197755,Liberal Democrats,NA,NA,https://www.europarl.europa.eu/meps/en/197755,RE,MartinChelt,55059675
John HOWARTH,United Kingdom,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,188636,Labour Party,NA,NA,https://www.europarl.europa.eu/meps/en/188636,S&D,JohnHowarth1958,27688865
Ivo HRISTOV,Bulgaria,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,197846,Bulgarian Socialist Party,NA,NA,https://www.europarl.europa.eu/meps/en/197846,S&D,NA,NA
Danuta Maria HÜBNER,Poland,Group of the European People's Party (Christian Democrats),96779,Platforma Obywatelska,https://twitter.com/danutahuebner,https://www.facebook.com/danuta.hubner,https://www.europarl.europa.eu/meps/en/96779,EPP,danutahuebner,1934463319
Laura HUHTASAARI,Finland,Identity and Democracy Group,197594,Perussuomalaiset,https://twitter.com/laurahuhtasaari,https://www.facebook.com/laurahuhtasaaren,https://www.europarl.europa.eu/meps/en/197594,ID,LauraHuhtasaari,1606473660
Jan HUITEMA,Netherlands,Renew Europe Group,58789,Volkspartij voor Vrijheid en Democratie,https://twitter.com/jhuitema,https://www.facebook.com/janhuitemamep/,https://www.europarl.europa.eu/meps/en/58789,RE,jhuitema,145297666
Ivars IJABS,Latvia,Renew Europe Group,197624,Attīstībai/Par!,https://twitter.com/ijabs,https://www.facebook.com/ijabs.ivars/,https://www.europarl.europa.eu/meps/en/197624,RE,ijabs,28397950
Evin INCIR,Sweden,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,197392,Arbetarepartiet- Socialdemokraterna,NA,NA,https://www.europarl.europa.eu/meps/en/197392,S&D,EvinIncir,1113577805256773632
Sophia in 't VELD,Netherlands,Renew Europe Group,28266,Democraten 66,https://twitter.com/SophieintVeld,https://www.facebook.com/sophieintveld,https://www.europarl.europa.eu/meps/en/28266,RE,SophieintVeld,19231330
Yannick JADOT,France,Group of the Greens/European Free Alliance,96740,Europe Écologie,https://twitter.com/yjadot,https://www.facebook.com/yannick.jadot,https://www.europarl.europa.eu/meps/en/96740,Greens–EFA,yjadot,117761523
Peter JAHR,Germany,Group of the European People's Party (Christian Democrats),96772,Christlich Demokratische Union Deutschlands,https://twitter.com/peter_jahr,https://www.facebook.com/DrPeterJahr/,https://www.europarl.europa.eu/meps/en/96772,EPP,peter_jahr,3119157183
Stasys JAKELIŪNAS,Lithuania,Group of the Greens/European Free Alliance,197837,Independent,NA,NA,https://www.europarl.europa.eu/meps/en/197837,Greens–EFA,NA,NA
Patryk JAKI,Poland,European Conservatives and Reformists Group,197516,Solidarna Polska Zbigniewa Ziobro,NA,NA,https://www.europarl.europa.eu/meps/en/197516,ECR,PatrykJaki,101576198
Jean-François JALKH,France,Identity and Democracy Group,124770,Rassemblement national,NA,NA,https://www.europarl.europa.eu/meps/en/124770,ID,NA,NA
France JAMET,France,Identity and Democracy Group,189065,Rassemblement national,https://twitter.com/francejamet,https://www.facebook.com/JametFrance/,https://www.europarl.europa.eu/meps/en/189065,ID,FranceJamet,966076399
Lívia JÁRÓKA,Hungary,Group of the European People's Party (Christian Democrats),28141,Fidesz-Magyar Polgári Szövetség-Kereszténydemokrata Néppárt,NA,NA,https://www.europarl.europa.eu/meps/en/28141,EPP,JarokaLivia,934152935340158976
Adam JARUBAS,Poland,Group of the European People's Party (Christian Democrats),197517,Polskie Stronnictwo Ludowe,NA,NA,https://www.europarl.europa.eu/meps/en/197517,EPP,JarubasAdam,325592746
Jackie JONES,United Kingdom,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,197758,Labour Party,https://twitter.com/JackieJonesWal1,https://www.facebook.com/welshlabourforeurope/,https://www.europarl.europa.eu/meps/en/197758,S&D,JackieJonesWal1,1118982945006587907
Agnes JONGERIUS,Netherlands,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,125021,Partij van de Arbeid,https://twitter.com/a_jongerius,https://www.facebook.com/AgnesJongeriusMEP/,https://www.europarl.europa.eu/meps/en/125021,S&D,a_jongerius,2351820624
Christina Sheila JORDAN,United Kingdom,Non-attached Members,197752,The Brexit Party,NA,NA,https://www.europarl.europa.eu/meps/en/197752,"NA",CJordanjb,1156244818827403264
Virginie JORON,France,Identity and Democracy Group,197627,Rassemblement national,https://twitter.com/v_joron,https://www.facebook.com/virginie.joron67,https://www.europarl.europa.eu/meps/en/197627,ID,v_joron,2991912647
Irena JOVEVA,Slovenia,Renew Europe Group,197447,Lista Marjana Šarca,https://twitter.com/ijoveva,NA,https://www.europarl.europa.eu/meps/en/197447,RE,Ijoveva,NA
Rasa JUKNEVIČIENĖ,Lithuania,Group of the European People's Party (Christian Democrats),197840,Tėvynės sąjunga-Lietuvos krikščionys demokratai,https://twitter.com/rjukneviciene,https://www.facebook.com/rasa.jukneviciene,https://www.europarl.europa.eu/meps/en/197840,EPP,Rjukneviciene,NA
Krzysztof JURGIEL,Poland,European Conservatives and Reformists Group,197518,Prawo i Sprawiedliwość,NA,https://www.facebook.com/krzysztof.jurgiel,https://www.europarl.europa.eu/meps/en/197518,ECR,NA,NA
Eugen JURZYCA,Slovakia,European Conservatives and Reformists Group,197767,Sloboda a Solidarita,https://twitter.com/EugenJurzyca,https://www.facebook.com/eugen.jurzyca.sk/,https://www.europarl.europa.eu/meps/en/197767,ECR,EugenJurzyca,471836699
Herve JUVIN,France,Identity and Democracy Group,197626,Rassemblement national,NA,NA,https://www.europarl.europa.eu/meps/en/197626,ID,HerveJuvin,1074580083594199040
Eva KAILI,Greece,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,125109,Panhellenic Socialist Movement - Olive Tree,https://twitter.com/EvaKaili,https://www.facebook.com/Kaili.Eva,https://www.europarl.europa.eu/meps/en/125109,S&D,EvaKaili,33248043
Jarosław KALINOWSKI,Poland,Group of the European People's Party (Christian Democrats),96771,Polskie Stronnictwo Ludowe,NA,https://www.facebook.com/JaroslawKalinowski/,https://www.europarl.europa.eu/meps/en/96771,EPP,NA,NA
Marina KALJURAND,Estonia,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,197491,Sotsiaaldemokraatlik Erakond,NA,NA,https://www.europarl.europa.eu/meps/en/197491,S&D,MarinaKaljurand,601514135
Sandra KALNIETE,Latvia,Group of the European People's Party (Christian Democrats),96934,"Partija ""VIENOTĪBA""",https://twitter.com/kalniete,https://www.facebook.com/kalniete.sandra/,https://www.europarl.europa.eu/meps/en/96934,EPP,Kalniete,25509816
Petra KAMMEREVERT,Germany,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,96837,Sozialdemokratische Partei Deutschlands,NA,NA,https://www.europarl.europa.eu/meps/en/96837,S&D,NA,NA
Radan KANEV,Bulgaria,Group of the European People's Party (Christian Democrats),197839,Democrats for Strong Bulgaria,NA,NA,https://www.europarl.europa.eu/meps/en/197839,EPP,rmkanev,43869722
Assita KANKO,Belgium,European Conservatives and Reformists Group,197469,Nieuw-Vlaamse Alliantie,https://twitter.com/assita_kanko,https://www.facebook.com/KankoAssita,https://www.europarl.europa.eu/meps/en/197469,ECR,Assita_Kanko,52361939
Othmar KARAS,Austria,Group of the European People's Party (Christian Democrats),4246,Österreichische Volkspartei,https://twitter.com/othmar_karas,https://www.facebook.com/othmar.karas,https://www.europarl.europa.eu/meps/en/4246,EPP,othmar_karas,120109196
Pierre KARLESKIND,France,Renew Europe Group,197585,La République en marche,NA,NA,https://www.europarl.europa.eu/meps/en/197585,RE,Pierre_Ka,306778929
Karin KARLSBRO,Sweden,Renew Europe Group,197401,Liberalerna,https://twitter.com/KarinKarlsbro,https://www.facebook.com/karlsbroliberal/,https://www.europarl.europa.eu/meps/en/197401,RE,KarinKarlsbro,571148013
Karol KARSKI,Poland,European Conservatives and Reformists Group,124887,Prawo i Sprawiedliwość,NA,NA,https://www.europarl.europa.eu/meps/en/124887,ECR,profKarski,2455611960
Elsi KATAINEN,Finland,Renew Europe Group,191693,Suomen Keskusta,https://twitter.com/elsikatainen,https://www.facebook.com/ekatainen,https://www.europarl.europa.eu/meps/en/191693,RE,ElsiKatainen,3017471855
Manolis KEFALOGIANNIS,Greece,Group of the European People's Party (Christian Democrats),125068,Nea Demokratia,https://twitter.com/M_Kefalogiannis,https://www.facebook.com/Kefalogiannis.Man/,https://www.europarl.europa.eu/meps/en/125068,EPP,M_Kefalogiannis,2441261875
Billy KELLEHER,Ireland,Renew Europe Group,197818,Fianna Fáil Party,NA,NA,https://www.europarl.europa.eu/meps/en/197818,RE,BillyKelleherEU,524423189
Fabienne KELLER,France,Renew Europe Group,22858,Agir - La Droite constructive,https://twitter.com/fabienne_keller,https://www.facebook.com/pg/fabienne.keller3,https://www.europarl.europa.eu/meps/en/22858,RE,fabienne_keller,83120914
Ska KELLER,Germany,Group of the Greens/European Free Alliance,96734,Bündnis 90/Die Grünen,https://twitter.com/SkaKeller,NA,https://www.europarl.europa.eu/meps/en/96734,Greens–EFA,SkaKeller,16600393
Seán KELLY,Ireland,Group of the European People's Party (Christian Democrats),96668,Fine Gael Party,NA,https://www.facebook.com/sean.kellymep,https://www.europarl.europa.eu/meps/en/96668,EPP,SeanKellyMEP,21440665
Beata KEMPA,Poland,European Conservatives and Reformists Group,197519,Solidarna Polska Zbigniewa Ziobro,https://twitter.com/beatakempa_kprm,https://www.facebook.com/beatakempapl,https://www.europarl.europa.eu/meps/en/197519,ECR,BeataKempa_KPRM,4172002246
Jude KIRTON-DARLING,United Kingdom,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,124953,Labour Party,https://twitter.com/Jude_KD,https://www.facebook.com/Jude4thenorthEast/,https://www.europarl.europa.eu/meps/en/124953,S&D,Jude_KD,28640933
Niyazi KIZILYÜREK,Cyprus,Confederal Group of the European United Left - Nordic Green Left,197415,Progressive Party of Working People - Left - New Forces,NA,NA,https://www.europarl.europa.eu/meps/en/197415,GUE-NGL,NKizilyurek,3362323781
Izabela-Helena KLOC,Poland,European Conservatives and Reformists Group,197520,Prawo i Sprawiedliwość,https://twitter.com/IzabelaKloc,https://www.facebook.com/izabela.kloc,https://www.europarl.europa.eu/meps/en/197520,ECR,IzabelaKloc,2462922450
Ondřej KNOTEK,Czechia,Renew Europe Group,197528,ANO 2011,NA,NA,https://www.europarl.europa.eu/meps/en/197528,RE,KnotekOndrej,1141264683229503488
Peter KOFOD,Denmark,Identity and Democracy Group,197570,Dansk Folkeparti,NA,NA,https://www.europarl.europa.eu/meps/en/197570,ID,KofodPeter,NA
Łukasz KOHUT,Poland,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,197523,Wiosna,https://twitter.com/lukaszkohut,https://business.facebook.com/KohutLukaszMarcin/,https://www.europarl.europa.eu/meps/en/197523,S&D,LukaszKohut,426773410
Arba KOKALARI,Sweden,Group of the European People's Party (Christian Democrats),197406,Moderaterna,https://twitter.com/arbakokalari,https://www.facebook.com/ArbaKokalari/,https://www.europarl.europa.eu/meps/en/197406,EPP,ArbaKokalari,285082743
Petros KOKKALIS,Greece,Confederal Group of the European United Left - Nordic Green Left,197743,Coalition of the Radical Left,NA,https://www.facebook.com/KokkalisPetros,https://www.europarl.europa.eu/meps/en/197743,GUE-NGL,PetrosKokkalis,123834148
Marcel KOLAJA,Czechia,Group of the Greens/European Free Alliance,197546,PIRÁTI,https://twitter.com/piratkolaja,https://www.facebook.com/PiratKolaja/,https://www.europarl.europa.eu/meps/en/197546,Greens–EFA,PiratKolaja,1086646510723444737
Mislav KOLAKUŠIĆ,Croatia,Non-attached Members,197438,-,NA,NA,https://www.europarl.europa.eu/meps/en/197438,"NA",MKolakusic,1054024412675084288
Kateřina KONEČNÁ,Czechia,Confederal Group of the European United Left - Nordic Green Left,23699,Komunistická strana Čech a Moravy,NA,NA,https://www.europarl.europa.eu/meps/en/23699,GUE-NGL,Konecna_K,2362301084
Athanasios KONSTANTINOU,Greece,Non-attached Members,197740,Popular Association – Golden Dawn,NA,NA,https://www.europarl.europa.eu/meps/en/197740,"NA",NA,NA
Ewa KOPACZ,Poland,Group of the European People's Party (Christian Democrats),197525,Platforma Obywatelska,https://twitter.com/ewakopacz,https://www.facebook.com/KopaczEwa/,https://www.europarl.europa.eu/meps/en/197525,EPP,EwaKopacz,110963318
Joanna KOPCIŃSKA,Poland,European Conservatives and Reformists Group,197530,Prawo i Sprawiedliwość,NA,NA,https://www.europarl.europa.eu/meps/en/197530,ECR,j_kopcinska,2767282797
Moritz KÖRNER,Germany,Renew Europe Group,197445,Freie Demokratische Partei,https://twitter.com/moritzkoerner,https://www.facebook.com/moritzkoernerfdp,https://www.europarl.europa.eu/meps/en/197445,RE,moritzkoerner,21794101
Ádám KÓSA,Hungary,Group of the European People's Party (Christian Democrats),96829,Fidesz-Magyar Polgári Szövetség-Kereszténydemokrata Néppárt,NA,NA,https://www.europarl.europa.eu/meps/en/96829,EPP,adamkosamep,85184055
Dietmar KÖSTER,Germany,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,124822,Sozialdemokratische Partei Deutschlands,NA,NA,https://www.europarl.europa.eu/meps/en/124822,S&D,NA,NA
Stelios KOULOGLOU,Greece,Confederal Group of the European United Left - Nordic Green Left,130833,Coalition of the Radical Left,https://twitter.com/SteliosKoul,https://www.facebook.com/stelioskouloglou,https://www.europarl.europa.eu/meps/en/130833,GUE-NGL,SteliosKoul,136333369
